file,text,taxa,prob
1-s2.0-S1751731119003161-main.pdf,pig,pig,1
1-s2.0-S1751731119003161-main.pdf,giraffe,giraffe,1
1-s2.0-S1751731119003161-main.pdf,Giraffa camelopardalis,Giraffa camelopardalis,1
1-s2.0-S1751731119003161-main.pdf,camel,camel,1
1-s2.0-S1751731119003161-main.pdf,guanaco,guanaco,0.9999999403953552
1-s2.0-S1751731119003161-main.pdf,Lama guanicoe,Lama guanicoe,1
1-s2.0-S1751731119003161-main.pdf,sloth,sloth bear,0.7730161547660828
1-s2.0-S1751731119003161-main.pdf,Choloepus hoff-,Choloepus,0.7591527700424194
1-s2.0-S1751731119003161-main.pdf,manni,P. manni,0.9172307848930359
1-s2.0-S1751731119003161-main.pdf,Bradypus variegatus,Bradypus variegatus,0.9999998807907104
1-s2.0-S1751731119003161-main.pdf,koala,koala,1
1-s2.0-S1751731119003161-main.pdf,mice,mice,1
1-s2.0-S1751731119003161-main.pdf,rhinoceroses,rhinoceroses,1
1-s2.0-S1751731119003161-main.pdf,tapirs,tapirs,1
1-s2.0-S1751731119003161-main.pdf,dugongs,Dugong dugon,0.7528385519981384
1-s2.0-S1751731119003161-main.pdf,Dugong dugon,Dugong dugon,1
1-s2.0-S1751731119003161-main.pdf,Herbivory,Herbivorax,0.7609254717826843
1-s2.0-S1751731119003161-main.pdf,juvenile nutria,S. juvenile,0.7738403081893921
1-s2.0-S1751731119003161-main.pdf,Myocastor coypus,Myocastor coypus,1
1-s2.0-S1751731119003161-main.pdf,Oryctogalus cuniculus,Oryctolagus cuniculus cuniculus,0.7826331257820129
1-s2.0-S1751731119003161-main.pdf,guinea pigs,guinea pigs,1
1-s2.0-S1751731119003161-main.pdf,Cavia porcellus,Cavia porcellus,1
1-s2.0-S1751731119003161-main.pdf,monkeys,monkeys,1
1-s2.0-S1751731119003161-main.pdf,dugong,dugong,1
1-s2.0-S1751731119003161-main.pdf,ratites,S. ceratites,0.7355740070343018
1-s2.0-S1751731119003161-main.pdf,Fibrobacter,Fibrobacter,1
1-s2.0-S1751731119003161-main.pdf,Struthio camelus var. domesticus,Struthio camelus domesticus,0.9390938878059387
1-s2.0-S1751731119003161-main.pdf,Ovis aries,Ovis aries,1
1-s2.0-S1751731119003161-main.pdf,tammar wallabies,tammar wallaby,0.7159050107002258
1-s2.0-S1751731119003161-main.pdf,Macropus eugenii,Macropus eugenii,1
1-s2.0-S1751731119003161-main.pdf,lucerne,lucerne,1
1-s2.0-S1751731119003161-main.pdf,East African colobus monkeys,colobus monkeys,0.7495802640914917
1-s2.0-S1751731119003161-main.pdf,eastern grey,Eastern grey partridge,0.7467410564422607
1-s2.0-S1751731119003161-main.pdf,Macropus giganteus,Macropus giganteus,1
1-s2.0-S1751731119003161-main.pdf,Macropus rufus,Macropus rufus,1
1-s2.0-S1751731119003161-main.pdf,collared peccary,collared peccary,1
1-s2.0-S1751731119003161-main.pdf,Pecari tajacu,Pecari tajacu,0.9999999403953552
1-s2.0-S1751731119003161-main.pdf,pygmy hippopotamus,pygmy hippopotamus,1
1-s2.0-S1751731119003161-main.pdf,Hexaprotodon liberiensis,Hexaprotodon liberiensis,1
1-s2.0-S1751731119003161-main.pdf,Linné’s two-toed sloths,two-toed sloths,0.9589718580245972
1-s2.0-S1751731119003161-main.pdf,Choloepus didactylus,Choloepus didactylus,1
1-s2.0-S1751731120300628-main.pdf,Methanogens,methanogen sp.,0.8694477081298828
1-s2.0-S1751731120300628-main.pdf,Methanosphaera spp.,Methanosphaera sp.,0.817254900932312
1-s2.0-S1751731120300628-main.pdf,swine,swine,1
1-s2.0-S1751731120300628-main.pdf,horses,horses,1
1-s2.0-S1751731120300628-main.pdf,donkeys,monkeys,0.8592224717140198
1-s2.0-S1751731120300628-main.pdf,rabbits,rabbits,1
1-s2.0-S1751731120300628-main.pdf,Methanobrevibacter,Methanobrevibacter,1
1-s2.0-S1751731120300628-main.pdf,Methanosphaera,Methanosphaera,1
1-s2.0-S1751731120300628-main.pdf,Methanobacteriales,Methanobacteriales,0.9999999403953552
1-s2.0-S1751731120300628-main.pdf,Methanomicrobiales,Methanomicrobiales,1
1-s2.0-S1751731120300628-main.pdf,Euryarchaeota,Euryarchaeota,1
1-s2.0-S1751731120300628-main.pdf,Methanosarcinales,Methanosarcinales,0.9999999403953552
1-s2.0-S1751731120300628-main.pdf,Methanomassiliicoccales,Methanomassiliicoccales,1
1-s2.0-S1751731120300628-main.pdf,Methanococcales,Methanococcales,1
1-s2.0-S1751731120300628-main.pdf,Methanocellales,Methanocellales,1
1-s2.0-S1751731120300628-main.pdf,Methanopyrales,Methanopyrales,1
1-s2.0-S1751731120300628-main.pdf,Methanobrevibacter spp.,Methanobrevibacter sp.,0.8548488616943359
1-s2.0-S1751731120300628-main.pdf,Methanobacteria,Methanobacteria,1
1-s2.0-S1751731120300628-main.pdf,Methanomicrobia,Methanomicrobia,1
1-s2.0-S1751731120300628-main.pdf,"Thermoplasmata,                    spp.",Thermoplasmata,0.7429074645042419
1-s2.0-S1751731120300628-main.pdf,Methanococci,Methanococci,1
1-s2.0-S1751731120300628-main.pdf,Methanopyri,Methanopyri,1
1-s2.0-S1751731120300628-main.pdf,methanogens,methanogen sp.,0.8694477081298828
1-s2.0-S1751731120300628-main.pdf,boviskoreani,M. boviskoreani,0.9548681378364563
1-s2.0-S1751731120300628-main.pdf,Mbb. gottschalkii,A. gottschalkii,0.7522439956665039
1-s2.0-S1751731120300628-main.pdf,Methanoculleus spp.,Methanoculleus sp.,0.8341853618621826
1-s2.0-S1751731120300628-main.pdf,Methanomassiliicoccus,Methanomassiliicoccus,0.9999999403953552
1-s2.0-S1751731120300628-main.pdf,millerae,P. millerae,0.9398723840713501
1-s2.0-S1751731120300628-main.pdf,Methanobrevibacter smithii,Methanobrevibacter smithii,1
1-s2.0-S1751731120300628-main.pdf,M. smithii,Methanobrevibacter smithii,1
1-s2.0-S1751731120300628-main.pdf,Hindgut,Z. hindgut protist,0.7753094434738159
1-s2.0-S1751731120300628-main.pdf,Methanocorpusculum,Methanocorpusculum,1
1-s2.0-S1751731120300628-main.pdf,Methanimicrococcus,Methanimicrococcus,1
1-s2.0-S1751731120300628-main.pdf,Methanomassiliicoccus                                     Federici,Methanomassiliicoccus,0.8130933046340942
1-s2.0-S1751731120300628-main.pdf,Methanobrevibacter boviskoreani,Methanobrevibacter boviskoreani,1
1-s2.0-S1751731120300628-main.pdf,Methanobrevibacter (Mbb.,Methanobrevibacter,0.7256345748901367
1-s2.0-S1751731120300628-main.pdf,ruminantium,P. ruminantium,0.9594677686691284
1-s2.0-S1751731120300628-main.pdf,Methanobacterium spp.,Methanobacterium sp.,0.8006453514099121
1-s2.0-S1751731120300628-main.pdf,Methanosphera,Methanosphaera,0.80765700340271
1-s2.0-S1751731120300628-main.pdf,Matsui,E. komatsui,0.7398472428321838
1-s2.0-S1751731120300628-main.pdf,Horses,horses,1
1-s2.0-S1751731120300628-main.pdf,Methanomicrobium,Methanomicrobium,1
1-s2.0-S1751731120300628-main.pdf,Methanosphaera               Avguštin,Methanosphaera,0.7629606127738953
1-s2.0-S1751731120300628-main.pdf,Methanothermobacter          Liu,Methanothermobacter,0.8924008011817932
1-s2.0-S1751731120300628-main.pdf,Caeca,P. caeca,0.9309381246566772
1-s2.0-S1751731120300628-main.pdf,Thermoplasmata,Thermoplasmata,0.9999999403953552
1-s2.0-S1751731120300628-main.pdf,Feces   Methanobacteriales,Methanobacteriales,0.8161503076553345
1-s2.0-S1751731120300628-main.pdf,Methanogenium spp.,Methanogenium sp.,0.8206432461738586
1-s2.0-S1751731120300628-main.pdf,Feces       Methanobacteriales,Methanobacteriales,0.8161503076553345
1-s2.0-S1751731120300628-main.pdf,Methanogenesis,methanogen sp.,0.7759239077568054
1-s2.0-S1751731120300628-main.pdf,methanogenesis,methanogen sp.,0.7759239077568054
1-s2.0-S1751731120300628-main.pdf,Rabbits,rabbits,1
1-s2.0-S1751731120300628-main.pdf,Methanobacterium,Methanobacterium,0.9999999403953552
1-s2.0-S1751731120300628-main.pdf,Methanothermobacter,Methanothermobacter,1
1-s2.0-S1751731120300628-main.pdf,Methanoculleus,Methanoculleus,0.9999998807907104
1-s2.0-S1751731120300628-main.pdf,Methanogenium                    Hydrogenothropic,Methanogenium,0.7067410945892334
1-s2.0-S1751731120300628-main.pdf,Methanocorpusculum spp.,Methanocorpusculum sp.,0.8652902245521545
1-s2.0-S1751731120300628-main.pdf,Methanosarciniales,Methanosarcinales,0.8609750866889954
1-s2.0-S1751731120300628-main.pdf,rabbit,rabbit,1
1-s2.0-S1751731120300628-main.pdf,Methanobrevibacter woesei,Methanobrevibacter woesei,1
1-s2.0-S1751731120300628-main.pdf,Methanobrevibacter thaueri,Methanobrevibacter thaueri,1
1-s2.0-S1751731120300628-main.pdf,Methanobrevibacter gottschalkii,Methanobrevibacter gottschalkii,1
1-s2.0-S1751731120300628-main.pdf,Methanothermobacter spp.,Methanothermobacter sp.,0.8522233963012695
1-s2.0-S1751731120300628-main.pdf,goats,goats,0.9999999403953552
1-s2.0-S1751731120300628-main.pdf,Bacteroides thetaiotaomicron,Bacteroides thetaiotaomicron,1
1-s2.0-S1751731120300628-main.pdf,mule ducks,ducks,0.8311719298362732
1-s2.0-S1751731120300628-main.pdf,Muscovy ducks,Muscovy duck,0.841428816318512
1-s2.0-S1751731120300628-main.pdf,Muscovy                    Conclusion ,muscovy,0.7494491338729858
1-s2.0-S1751731120300628-main.pdf,geese,geese,1
1-s2.0-S1751731120300628-main.pdf,Saccharomyces cerevisiae,Saccharomyces cerevisiae,1
1-s2.0-S1751731120300628-main.pdf,alfalfa,alfalfa,1
1-s2.0-S1751731120300628-main.pdf,Lachica,L. lachicae,0.7400180697441101
1-s2.0-S1751731120300628-main.pdf,"Biavati, B.",B. biavatii,0.7814649343490601
1-s2.0-S1751731120300628-main.pdf,Vasta,Vastina vasta,0.8937592506408691
1-s2.0-S1751731120300628-main.pdf,Methanobrevibacter gottschalkii sp. nov.,Methanobrevibacter gottschalkii,0.9108896851539612
1-s2.0-S1751731120300628-main.pdf,Methanobrevibacter thaueri sp. nov.,Methanobrevibacter thaueri,0.8908568024635315
1-s2.0-S1751731120300628-main.pdf,Methanobrevibacter woesei sp. nov.,Methanobrevibacter woesei,0.8920406103134155
1-s2.0-S1751731120300628-main.pdf,Methanobrevibacter wolinii,Methanobrevibacter wolinii,1
1-s2.0-S1751731120300628-main.pdf,Morelli,Morellia,0.8310291767120361
1-s2.0-S1751731120300628-main.pdf,willow ptarmigan,willow ptarmigan,1
1-s2.0-S1751731120300628-main.pdf,Lagopus lagopus lagopus,Lagopus lagopus,1
1-s2.0-S1751731120300628-main.pdf,Oryctogalus cuniculus,Oryctolagus cuniculus cuniculus,0.7826331257820129
1-s2.0-S1751731120300628-main.pdf,guinea pigs,guinea pigs,1
1-s2.0-S1751731120300628-main.pdf,Cavia porcellus,Cavia porcellus,1
1-s2.0-S1871141317303372-main.pdf,Methane,Methana,0.7570738196372986
1-s2.0-S1871141317303372-main.pdf,eubacterial,eubacteria,0.8393371105194092
1-s2.0-S1871141317303372-main.pdf,Prevotellaceae,Prevotellaceae,1
1-s2.0-S1871141317303372-main.pdf,Ruminococcaceae,Ruminococcaceae,1
1-s2.0-S1871141317303372-main.pdf,Lachnospiraceae,Lachnospiraceae,1
1-s2.0-S1871141317303372-main.pdf,Rikenellaceae,Rikenellaceae,1
1-s2.0-S1871141317303372-main.pdf,Fibrobacteraceae,Fibrobacteraceae,1
1-s2.0-S1871141317303372-main.pdf,Spirochaetaceae,Spirochaetaceae,1
1-s2.0-S1871141317303372-main.pdf,Treponema sp.,Treponema sp.,1
1-s2.0-S1871141317303372-main.pdf,Bacteroidales,Bacteroidales,1
1-s2.0-S1871141317303372-main.pdf,iobacteriaceae,Coriobacteriaceae,0.7775704860687256
1-s2.0-S1871141317303372-main.pdf,Porphyromonas,Porphyromonas,1
1-s2.0-S1871141317303372-main.pdf,Bergeyella,Bergeyella,0.9999999403953552
1-s2.0-S1871141317303372-main.pdf,Candidate division TM7,candidate division TM7,1
1-s2.0-S1871141317303372-main.pdf,Thalassospira,Thalassospira,1
1-s2.0-S1871141317303372-main.pdf,Mannheimia,Mannheimia,1
1-s2.0-S1871141317303372-main.pdf,Acinetobacter,Acinetobacter,0.9999998807907104
1-s2.0-S1871141317303372-main.pdf,RF16,X. bacterium RF16,0.7574933171272278
1-s2.0-S1871141317303372-main.pdf,Clostridiales,Clostridiales,1
1-s2.0-S1871141317303372-main.pdf,Veillonellaceae,Veillonellaceae,1
1-s2.0-S1871141317303372-main.pdf,Anaerovibrio,Anaerovibrio,1
1-s2.0-S1871141317303372-main.pdf,Selenomonas,Selenomonas,1
1-s2.0-S1871141317303372-main.pdf,Lentisphaerae,Lentisphaerae,1
1-s2.0-S1871141317303372-main.pdf,Planctomycetaceae,Planctomycetaceae,1
1-s2.0-S1871141317303372-main.pdf,Succinivibrionaceae,Succinivibrionaceae,1
1-s2.0-S1871141317303372-main.pdf,Methanobacteriaceae,Methanobacteriaceae,1
1-s2.0-S1871141317303372-main.pdf,Methanomassiliicoccaceae,Methanomassiliicoccaceae,1
1-s2.0-S1871141317303372-main.pdf,Methanosarcinaceae,Methanosarcinaceae,1
1-s2.0-S1871141317303372-main.pdf,Prevotella,Prevotella,1
1-s2.0-S1871141317303372-main.pdf,Proteobacteria,Proteobacteria,1
1-s2.0-S1871141317303372-main.pdf,Pasteurellaceae,Pasteurellaceae,0.9999999403953552
1-s2.0-S1871141317303372-main.pdf,Moraxellaceae,Moraxellaceae,1
1-s2.0-S1871141317303372-main.pdf,Desulfuromonadales,Desulfuromonadales,1
1-s2.0-S1871141317303372-main.pdf,C-          dospirillaceae,Spirillaceae,0.7864071130752563
1-s2.0-S1871141317303372-main.pdf,nheimia haemolytica,Mannheimia haemolytica,0.8261915445327759
1-s2.0-S1871141317303372-main.pdf,"Acinetobacter lwoﬃi,",Acinetobacter,0.7493810057640076
1-s2.0-S1871141317303372-main.pdf,votellaceae,Prevotellaceae,0.7239983677864075
1-s2.0-S1871141317303372-main.pdf,Ruminococcus,Ruminococcus,1
1-s2.0-S1871141317303372-main.pdf,Escherichia coli,Escherichia coli,1
1-s2.0-S1871141317303372-main.pdf,Blautia,Blautia,1
1-s2.0-S1871141317303372-main.pdf,Butyrivibrio,Butyrivibrio,1
1-s2.0-S1871141317303372-main.pdf,Coprococcus,Coprococcus,1
1-s2.0-S1871141317303372-main.pdf,Fibrobacteriaceae,Fibrobacteraceae,0.8753836154937744
1-s2.0-S1871141317303372-main.pdf,Fibrobacter,Fibrobacter,1
1-s2.0-S1871141317303372-main.pdf,Acidaminococcaceae,Acidaminococcaceae,1
1-s2.0-S1871141317303372-main.pdf,Succiniclasticum,Succiniclasticum,1
1-s2.0-S1871141317303372-main.pdf,Ganesh,P. ganesh ganesh,0.9875622987747192
1-s2.0-S1871141317303372-main.pdf,Macropus rufogriseus,Macropus rufogriseus,1
1-s2.0-S1871141317303372-main.pdf,Mannheimia haemolytica,Mannheimia haemolytica,1
1-s2.0-S1871141317303372-main.pdf,Kawashima,A. kawashimae,0.8756206035614014
1-s2.0-S1871141317303372-main.pdf,Nagata,A. nagatai,0.7142271399497986
1-s2.0-S1871141317303372-main.pdf,Carberry,bearberry,0.7742694616317749
1-s2.0-S1871141317303372-main.pdf,Clostridium celerecrescens,Clostridium celerecrescens,1
10.1007-s11367-014-0755-9.pdf,Barley,barley,1
10.1007-s11367-014-0755-9.pdf,Brazilian soybean,soybean,0.7604346871376038
10.1007-s11367-014-0755-9.pdf,white clover,white clover,1
10.1007-s11367-014-0755-9.pdf,maize,maize,1
280634.pdf,hare,sea hare,0.768445611000061
280634.pdf,geese,geese,1
280634.pdf,barnacle goose,barnacle goose,1
280634.pdf,Branta leucopsis,Branta leucopsis,0.9999999403953552
280634.pdf,Brent goose,goose,0.7920230031013489
280634.pdf,European brown hares,European brown bear,0.7829977869987488
280634.pdf,Lepus europaeus,Lepus europaeus,0.9999999403953552
280634.pdf,Puccinellia,Puccinellia,1
280634.pdf,maritima,P. maritima,0.9474279284477234
280634.pdf,Limonium vulgare,Limonium vulgare,1
280634.pdf,Festuca,Festuca,0.9999999403953552
280634.pdf,Artemisia maritima,Artemisia maritima,1
280634.pdf,Elytrigia atherica,Elytrigia atherica,1
280634.pdf,E. atherica,Elytrigia atherica,1
280634.pdf,Dark-bellied                ,dark-bellied Cinclodes,0.8275432586669922
280634.pdf,Brent geese,geese,0.7949901819229126
280634.pdf,Spartina alterniflora,Spartina alterniflora,1
280634.pdf,Elymus athericus,Elymus athericus,1
280634.pdf,Spartina anglica,Spartina anglica,1
280634.pdf,Zostera marina L.,Zostera marina L.,1
280634.pdf,eelgrass,eelgrass blenny,0.7757266759872437
A-1012654928177.pdf,sheep,sheep,1
A-1012654928177.pdf,white clover,white clover,1
A_1012654928177.pdf,sheep,sheep,1
A_1012654928177.pdf,white clover,white clover,1
agronomy-11-00558-v2.pdf,Red Deer,red deer,1
agronomy-11-00558-v2.pdf,Cervus elaphus,Cervus elaphus,1
agronomy-11-00558-v2.pdf,deer,deer,1
agronomy-11-00558-v2.pdf,sheep,sheep,1
agronomy-11-00558-v2.pdf,Deer,deer,1
agronomy-11-00558-v2.pdf,red deer,red deer,1
agronomy-11-00558-v2.pdf,Dama dama,Dama dama,0.9999998807907104
agronomy-11-00558-v2.pdf,cervid,Cervidae,0.8073171973228455
agronomy-11-00558-v2.pdf,Red deer,red deer,1
agronomy-11-00558-v2.pdf,sika deer,sika deer,1
agronomy-11-00558-v2.pdf,Cervus nippon,Cervus nippon,1
agronomy-11-00558-v2.pdf,European fallow deer,fallow deer,0.7774300575256348
agronomy-11-00558-v2.pdf,wasps,wasps,1
agronomy-11-00558-v2.pdf,butterflies,butterflies,1
agronomy-11-00558-v2.pdf,flies,flies,0.9999998807907104
agronomy-11-00558-v2.pdf,Watson,Watsonius watsoni,0.8795982003211975
agronomy-11-00558-v2.pdf,Pearson,Pearsonia,0.8753213882446289
agronomy-11-00558-v2.pdf,Patkowski,A. piatkowski,0.8201932907104492
agronomy-11-00558-v2.pdf,Pluta,C. pluta,0.8973084688186646
agronomy-11-00558-v2.pdf,Chmielewski,S. chmielewskii,0.8608114719390869
agronomy-11-00558-v2.pdf,Asheim,A. sheim,0.7096288800239563
agronomy-11-00558-v2.pdf,Hester,C. hesteri,0.7249224185943604
agronomy-11-00558-v2.pdf,Warda,S. wardae,0.7682029604911804
agronomy-11-00558-v2.pdf,Sheep,sheep,1
agronomy-11-00558-v2.pdf,horses,horses,1
agronomy-11-00558-v2.pdf,horse,horse,1
agronomy-11-00558-v2.pdf,cattle,cattle,1
agronomy-11-00558-v2.pdf,Kumar,Kumara,0.8278533816337585
agronomy-11-00558-v2.pdf,Sala,P. sala,0.8843144178390503
agronomy-11-00558-v2.pdf,Jackson,Jacksonia,0.8995050191879272
agronomy-11-00558-v2.pdf,fallow deer,fallow deer,1
agronomy-11-00558-v2.pdf,Long,long tom,0.7083941102027893
agronomy-11-00558-v2.pdf,Guo,luo han guo,0.7883732914924622
agronomy-11-00558-v2.pdf,Irvine,Irvinea,0.8664700388908386
agronomy-11-00558-v2.pdf,Shang,shang lu,0.7708590626716614
agronomy-11-00558-v2.pdf,Tibetan sheep,sheep,0.7236164808273315
agronomy-11-00558-v2.pdf,Gates,P. gagates gagates,0.7490202188491821
agronomy-11-00558-v2.pdf,Souza,C. souzae,0.7605296969413757
agronomy-11-00558-v2.pdf,Teles,Telestes,0.7841818332672119
agronomy-11-00558-v2.pdf,Phillips,Phillipsia,0.8013870120048523
agronomy-11-00558-v2.pdf,"Burke, D.",D. burkei,0.7042996287345886
agronomy-11-00558-v2.pdf,Landi,S. lalandi,0.7179113030433655
agronomy-11-00558-v2.pdf,Renella,Crenella,0.7324955463409424
agronomy-11-00558-v2.pdf,Schuman,Schumannia,0.7370362877845764
agronomy-11-00558-v2.pdf,Zhang,"Pseudopoda emei Zhang, Zhang & Zhang, 2013",0.7641859650611877
agronomy-11-00558-v2.pdf,Yang,yang mei,0.7658149600028992
agronomy-11-00558-v2.pdf,Ogaya,Gaya,0.7124545574188232
agronomy-11-00558-v2.pdf,Sardans,P. tardans,0.7028032541275024
agronomy-11-00558-v2.pdf,Domuta,P. comuta,0.704810619354248
agronomy-11-00558-v2.pdf,White-Tailed Deer,white-tailed deer,1
agronomy-11-00558-v2.pdf,Lasota,Asota,0.8102275133132935
AGSY_102907.pdf,Lolium perenne,Lolium perenne,1
AGSY_102907.pdf,clover,red clover,0.8294475078582764
AGSY_102907.pdf,Trifolium repens,Trifolium repens,0.9999998807907104
AGSY_102907.pdf,ryegrass,Italian ryegrass,0.8316583633422852
AGSY_102907.pdf,white clover,white clover,1
AGSY_102907.pdf,Ranunculus repens,Ranunculus repens,1
AGSY_102907.pdf,chickweed,water chickweed,0.8774682283401489
AGSY_102907.pdf,Stellaria media,Stellaria media,1
AGSY_102907.pdf,Ding Huang,huang ping,0.857520580291748
AGSY_102907.pdf,Ding Guo,ping guo,0.8215911984443665
animals-10-01302.pdf,Donkeys,monkeys,0.8592224717140198
animals-10-01302.pdf,Goats,goats,0.9999999403953552
animals-10-01302.pdf,goats,goats,0.9999999403953552
animals-10-01302.pdf,donkeys,monkeys,0.8592224717140198
animals-10-01302.pdf,Brachypodium retusum,Brachypodium retusum,1
animals-10-01302.pdf,Pinus halepensis,Pinus halepensis,1
animals-10-01302.pdf,Quercus ilex,Quercus ilex,1
animals-10-01302.pdf,Phillyrea latifolia,Phillyrea latifolia,1
animals-10-01302.pdf,Rubus ulmifolius,Rubus ulmifolius,1
animals-10-01302.pdf,B. retusum,Brachypodium retusum,1
animals-10-01302.pdf,P. halepensis,Pinus halepensis,1
animals-10-01302.pdf,cafeteria test,Cafeteria,0.8391281962394714
animals-10-01302.pdf,sheep,sheep,1
animals-10-01302.pdf,equines,equine,0.8578082323074341
animals-10-01302.pdf,donkey,donkey,1
animals-10-01302.pdf,Q. ilex,Quercus ilex,1
animals-10-01302.pdf,Ph. latifolia,H. latifolia,0.7927073836326599
animals-10-01302.pdf,R. ulmifolius,Rubus ulmifolius,1
animals-10-01302.pdf,Catalan donkeys,monkeys,0.7051950693130493
animals-10-01302.pdf,Equus asinus,Equus asinus,1
animals-10-01302.pdf,Capra hircus,Capra hircus,1
animals-10-01302.pdf,barley,barley,1
animals-10-01302.pdf,Hordeum vulgare,Hordeum vulgare,1
animals-10-01302.pdf,alfalfa,alfalfa,1
animals-10-01302.pdf,Medicago sativa,Medicago sativa,1
animals-10-01302.pdf,Lolium multiflorum,Lolium multiflorum,1
animals-10-01302.pdf,ilex,Ilex,1
animals-10-01302.pdf,Ph.   latifolia,H. latifolia,0.7927073836326599
animals-10-01302.pdf,thelatifolia,P. latifolia,0.7189492583274841
animals-10-01302.pdf,Ph.  latifolia,H. latifolia,0.7927073836326599
animals-10-01302.pdf,Ampelodesmos mauritanica,Ampelodesmos mauritanicus,0.9421107769012451
animals-10-01302.pdf,Castel,Castela,0.7403561472892761
animals-10-01302.pdf,Mena,H. mena,0.7823594212532043
animals-10-01302.pdf,goat,goat,1
animals-10-01302.pdf,Calleja,Castilleja,0.7313570976257324
animals-10-01302.pdf,Cuenca,P. cuencae,0.8432384133338928
animals-10-01302.pdf,Festucetum trachyphyllae,Festuca trachyphylla,0.7888507843017578
animals-10-01302.pdf,Donkey,donkey,1
animals-10-01302.pdf,Horses,horses,1
animals-10-01302.pdf,Sheep,sheep,1
animals-10-01302.pdf,Baraza,Barraza,0.8175331354141235
animals-10-01302.pdf,Rita,Rita,1
animals-10-01302.pdf,Serrano,P. serrano,0.9492812752723694
animals-10-01302.pdf,Pareja,Mareja,0.8627857565879822
animals-10-01302.pdf,Pieper,P. pieperi,0.8626964688301086
animals-10-01302.pdf,Nastis,Nastia,0.7358691692352295
animals-10-01302.pdf,Molle,P. molle,0.9312164783477783
animals-10-01302.pdf,"Phillyrea latifolia, L.",Phillyrea latifolia L.,0.9071792960166931
animals-10-01302.pdf,Duncan,A. duncani,0.7470606565475464
animals-10-01302.pdf,Gordon,Gordona,0.8784314393997192
animals-10-01302.pdf,equids,Equidae,0.7159544229507446
animals-10-01302.pdf,Gatti,P. gattii,0.7160984873771667
animals-10-01302.pdf,horse,horse,1
animals-11-01184-v2.pdf,Carnobacterium jeotgali,Carnobacterium jeotgali,1
animals-11-01184-v2.pdf,Ruminococcus bromii,Ruminococcus bromii,1
animals-11-01184-v2.pdf,Paludibacter propionicigenes,Paludibacter propionicigenes,1
animals-11-01184-v2.pdf,Capnocytophaga cynodegmi,Capnocytophaga cynodegmi,0.9999999403953552
animals-11-01184-v2.pdf,Barnesiella viscericola,Barnesiella viscericola,1
animals-11-01184-v2.pdf,Flintibacter butyricus,Flintibacter butyricus,1
animals-11-01184-v2.pdf,Succinivibrio dextrinosolvens,Succinivibrio dextrinosolvens,0.9999999403953552
animals-11-01184-v2.pdf,Gilliamella bombicola,Gilliamella bombicola,1
animals-11-01184-v2.pdf,Firmicutes,Firmicutes,0.9999999403953552
animals-11-01184-v2.pdf,Bacteroidetes,Bacteroidetes,1
animals-11-01184-v2.pdf,Proteobacteria,Proteobacteria,1
animals-11-01184-v2.pdf,Tenericutes,Tenericutes,0.9999998807907104
animals-11-01184-v2.pdf,Spirochaetes,Spirochaetes,1
animals-11-01184-v2.pdf,Carnobacterium,Carnobacterium,1
animals-11-01184-v2.pdf,Ruminococcus,Ruminococcus,1
animals-11-01184-v2.pdf,Intestinimonas,Intestinimonas,1
animals-11-01184-v2.pdf,Paludibacter,Paludibacter,1
animals-11-01184-v2.pdf,Paraprevotella,Paraprevotella,0.9999998807907104
animals-11-01184-v2.pdf,Treponema,Treponema,0.9999999403953552
animals-11-01184-v2.pdf,Succinivibrio,Succinivibrio,0.9999999403953552
animals-11-01184-v2.pdf,Gilliamella,Gilliamella,1
animals-11-01184-v2.pdf,Capnocytophaga,Capnocytophaga,1
animals-11-01184-v2.pdf,Muribaculum,Muribaculum,1
animals-11-01184-v2.pdf,Barnesiella,Barnesiella,1
animals-11-01184-v2.pdf,Flintibacter,Flintibacter,1
animals-11-01184-v2.pdf,UCG_Ruminococcaceae,Ruminococcaceae,0.7380608916282654
animals-11-01184-v2.pdf,Enterocloster,Enterocloster,1
animals-11-01184-v2.pdf,Oscillibacter,Oscillibacter,1
animals-11-01184-v2.pdf,Flintibacter Butyricus,Flintibacter butyricus,1
animals-11-01184-v2.pdf,Intestinimonas butyriciproducens,Intestinimonas butyriciproducens,1
animals-11-01184-v2.pdf,C. jeotgali,Carnobacterium jeotgali,1
animals-11-01184-v2.pdf,R. bromii,Ruminococcus bromii,1
animals-11-01184-v2.pdf,Pal. propionicigenes,P. propionicigenes,0.883816123008728
animals-11-01184-v2.pdf,S. dextrinosolvens,Succinivibrio dextrinosolvens,0.9999999403953552
animals-11-01184-v2.pdf,G. bombicola,Gilliamella bombicola,1
animals-11-01184-v2.pdf,C. cynodegmi,Capnocytophaga cynodegmi,0.9999999403953552
animals-11-01184-v2.pdf,Fl. butyricus,F. butyricus,0.7345303893089294
animals-11-01184-v2.pdf,Anaerobacterium chartisolvens,Anaerobacterium chartisolvens,1
animals-11-01184-v2.pdf,Vallitalea pronyensis,Vallitalea pronyensis,1
animals-11-01184-v2.pdf,Treponema saccharophilum,Treponema saccharophilum,0.9999998807907104
animals-11-01184-v2.pdf,Enterocloster asparagiformis,Enterocloster asparagiformis,1
animals-11-01184-v2.pdf,Clostridium methylpentosum,Clostridium methylpentosum,1
animals-11-01184-v2.pdf,Prevotella            Jer,Prevotella,0.8368360996246338
